Numero de Paginas,Densidad Informacion (%),Fechas Detectadas (Count),Tamaño cuerpo probable,Variedad de fuentes,Variedad de tamaños,Uso de negritas (estimado %),Uso de cursivas (estimado %),Porcentaje Lenguaje Técnico,LinkedIn,GitHub,Website/Otro,Cantidad de imágenes,Tiene Elementos Graficos,Lineas_education,Lineas_work_experience,Lineas_skills,Lineas_certifications,Lineas_achievements,Lineas_professional_profile,Lineas_languages,Lineas_projects,Lineas_publications,Lineas_training_courses,Lineas_volunteer_work,Seccion_languages,Seccion_publications,Seccion_training_courses,texto_extraido_len,Promedio tamaño fuente,Formato Texto (Lineas)_Párrafos,Formato Texto (Lineas)_Viñetas,Orden Temporal_Orden Temporal Detectado,Formato Fecha Más Común_MM-YYYY,Formato Fecha Más Común_MM/YYYY,Formato Fecha Más Común_Mon YYYY (EN),Formato Fecha Más Común_YYYY,Fuente principal_ArialMT,Fuente principal_Calibri,Fuente principal_Otra,Fuente principal_Tahoma,Legibilidad general_Buena,Consistencia tamaños fuente_Consistente,Consistencia márgenes (aprox)_Consistente,Uso de colores (texto)_Sí,Uso de colores (dibujos)_Sí,Deteccion Foto Perfil_Posible Foto Detectada,secciones_completas,Ratio_Lineas_Experiencia_len,Passed
3,6.56,1,9,3,3,0.0,18.8,8.85,0,0,0,0,1,4,22,12,23,0,11,10,0,0,0,0,1,1,1,6357,11.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,9,0.0034607519270095956,1
3,5.71,1,11,8,5,26.1,8.4,6.99,0,0,1,1,0,7,58,9,1,0,0,0,0,0,2,0,0,1,1,5724,10.2,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,8,0.01013277428371768,1
3,7.39,0,8,5,6,11.5,100.0,4.95,0,0,0,3,0,2,31,1,2,7,21,20,4,3,1,4,1,1,1,7411,13.333333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,10,0.004182971258939415,1
1,6.56,0,11,4,6,39.8,98.8,9.87,0,0,0,0,1,24,0,0,0,0,1,1,0,12,4,0,1,1,1,2194,17.166666666666668,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,8,0.0,1
3,5.92,1,11,4,2,5.4,58.7,3.73,1,0,0,0,0,3,10,0,0,1,6,4,5,7,0,10,1,1,1,5742,10.5,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,10,0.0017415534656913968,1
4,6.14,1,10,2,4,9.3,0.0,7.48,1,0,0,40,0,6,99,3,21,0,8,0,0,0,9,0,1,1,1,7940,15.0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,0.012468513853904283,1
3,4.0,0,11,5,4,31.2,96.4,7.35,0,0,0,9,1,6,0,1,0,0,1,12,4,2,0,0,1,1,1,3873,14.75,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,7,0.0,1
7,3.4,0,12,6,4,60.3,46.0,4.31,0,0,0,1,1,2,0,49,9,0,44,12,3,0,0,0,1,1,1,7686,11.25,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,9,0.0,1
2,5.11,2,9,6,4,14.9,90.1,2.88,0,0,0,0,1,1,1,10,0,0,2,19,34,0,0,0,1,1,1,3422,16.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,8,0.0002922267679719462,1
3,4.57,0,12,8,4,21.0,2.5,6.54,1,0,0,0,0,0,31,3,2,0,0,1,0,0,0,0,1,1,1,4432,12.75,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,8,0.006994584837545126,1
1,7.53,1,8,4,6,25.0,100.0,8.78,1,0,1,3,1,5,2,2,0,3,0,8,2,3,0,2,1,1,1,2516,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,10,0.000794912559618442,1
3,5.34,0,9,3,7,37.6,100.0,9.27,1,1,0,1,1,6,0,2,2,0,18,11,0,21,9,1,1,1,1,5348,10.285714285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,0.0,1
3,8.47,0,9,6,8,23.8,0.0,4.82,0,0,0,0,1,6,8,0,7,0,0,0,0,11,32,7,1,1,1,8207,15.625,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,9,0.0009747776288534178,1
3,4.47,1,9,4,6,25.0,87.5,10.23,0,0,0,2,1,5,3,4,0,1,0,5,10,0,0,7,1,1,1,4333,16.833333333333332,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,10,0.0006923609508423724,1
3,4.24,3,10,2,4,21.1,0.0,6.68,1,0,0,21,0,1,14,15,0,0,4,0,8,2,0,5,1,1,1,4112,15.0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,9,0.003404669260700389,1
4,5.05,0,10,9,5,21.0,35.3,2.73,0,0,0,0,1,15,2,3,0,0,1,4,32,0,1,2,1,1,1,6523,12.6,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,9,0.00030660738923808065,1
2,7.37,0,9,1,7,0.0,100.0,7.24,1,0,0,11,0,9,1,5,0,0,47,4,0,0,15,0,1,1,1,4926,10.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,9,0.00020300446609825416,1
1,8.11,0,9,9,6,30.1,100.0,7.95,1,0,0,0,0,1,6,0,0,0,0,0,0,1,7,0,1,1,1,2711,11.666666666666666,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,0.0022132054592401327,1
1,10.34,1,9,8,5,6.7,57.1,10.13,0,1,0,0,0,6,20,0,0,0,2,20,11,0,0,0,1,1,0,3342,11.8,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,8,0.005984440454817474,1
2,8.47,0,8,2,6,0.0,2.5,7.75,1,0,0,0,1,0,2,0,12,0,3,0,18,0,37,0,1,1,1,5654,11.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,9,0.00035373187124159886,1
1,9.46,1,9,4,7,10.4,54.0,8.86,0,0,0,2,0,2,1,0,0,0,33,4,0,0,0,0,1,1,1,3890,14.571428571428571,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,8,0.0002570694087403599,1
6,1.58,0,12,5,7,34.1,2.9,10.32,0,0,1,1,1,2,3,12,0,12,0,1,0,3,2,12,1,1,1,3067,11.857142857142858,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,8,0.00097815454841865,1
5,4.15,4,10,2,4,8.4,0.0,5.08,1,0,0,40,0,12,29,4,0,0,8,0,0,26,10,0,1,1,1,6699,15.0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,8,0.004329004329004329,1
1,6.33,0,9,4,4,23.7,100.0,5.23,0,0,0,0,1,19,5,3,1,0,0,1,0,0,0,0,1,1,1,2118,14.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,0.002360717658168083,1
2,8.45,2,8,10,7,12.4,2.9,12.37,0,0,0,84,1,10,56,9,0,14,2,12,3,0,4,5,1,1,1,5644,11.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0.009922041105598866,1
3,3.44,2,11,4,4,24.4,14.4,5.69,1,0,0,0,1,3,35,0,0,0,0,2,0,0,0,0,1,1,1,3332,15.25,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,7,0.01050420168067227,1
2,8.42,7,9,4,3,19.5,0.0,4.99,0,0,0,0,1,2,3,6,0,0,0,0,8,8,0,0,0,1,0,5629,11.0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,6,0.0005329543435779002,1
1,1.77,2,14,1,1,0.0,0.0,5.33,0,0,0,8,1,2,4,7,0,0,4,1,37,8,0,0,1,1,0,2710,14.0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,7,0.0014760147601476014,1
2,4.65,0,11,6,3,38.8,100.0,6.16,0,0,0,0,0,4,1,12,0,0,25,1,0,0,0,0,1,1,1,3824,13.0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,8,0.0002615062761506276,1
1,6.82,0,10,4,6,0.0,100.0,10.12,0,0,0,4,0,1,0,16,2,0,0,0,20,15,0,0,1,1,0,2278,12.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,8,0.0,1
4,5.48,0,11,4,4,25.6,0.0,9.72,0,0,0,0,1,3,2,4,0,0,1,13,4,18,0,5,1,1,1,7086,14.75,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,9,0.0002822466836014677,1
2,6.54,1,9,8,5,34.7,10.2,8.89,0,0,0,0,0,1,57,5,0,0,0,0,0,0,0,0,1,1,1,4369,11.4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,9,0.013046463721675441,1
2,12.08,4,9,3,7,15.2,100.0,9.19,0,0,0,0,1,27,1,8,0,0,8,0,0,27,11,0,1,1,1,7809,13.571428571428571,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,9,0.00012805736970162632,1
1,5.1,1,8,1,5,0.0,0.0,3.9,0,0,0,0,0,2,11,6,0,0,6,7,0,0,4,0,1,1,1,1708,12.6,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,8,0.006440281030444965,1
3,5.02,0,10,6,4,21.5,3.2,6.73,0,0,0,0,1,0,0,17,1,24,1,6,5,0,3,0,1,1,1,4869,11.75,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,10,0.0,1
2,6.46,2,8,3,4,8.8,100.0,6.86,0,0,0,1,1,26,3,0,0,0,3,0,0,19,6,42,0,1,1,4321,14.5,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,8,0.0006942837306179125,1
2,5.16,2,11,3,4,7.6,1.0,15.14,0,0,0,0,1,4,0,4,7,0,0,2,10,6,1,0,1,1,1,3336,13.75,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,9,0.0,1
1,6.29,3,10,1,3,0.0,0.0,5.46,0,0,0,0,0,0,0,5,0,0,2,0,7,0,0,5,1,1,0,2103,18.333333333333332,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,8,0.0,1
7,6.35,0,11,7,8,9.0,11.3,8.48,0,0,0,115,1,7,192,28,1,0,8,12,0,3,0,0,1,1,1,14858,13.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,9,0.012922331403957463,1
2,7.73,1,9,3,7,27.5,100.0,8.24,0,0,0,0,0,2,1,8,0,0,0,1,0,1,0,0,1,1,1,4993,9.285714285714286,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,9,0.0002002803925495694,1
2,5.45,4,10,6,5,7.1,100.0,6.47,0,0,1,0,1,11,1,9,2,0,24,5,0,15,0,0,1,1,0,3686,13.4,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,7,0.00027129679869777537,1
3,5.37,1,11,5,4,13.0,0.6,14.02,0,0,0,0,1,15,8,2,0,11,10,8,1,4,1,0,1,1,1,5206,14.25,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,9,0.001536688436419516,1
2,3.8,1,11,8,7,19.2,81.7,3.83,1,0,0,0,0,2,3,4,0,0,5,0,0,7,11,0,0,1,1,2457,10.285714285714286,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,7,0.001221001221001221,1
1,6.8,0,9,3,7,33.3,100.0,17.82,1,1,1,3,0,6,0,3,0,2,0,0,5,1,0,0,1,1,1,2272,13.571428571428571,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,10,0.0,1
3,8.32,1,10,3,1,7.6,0.0,2.52,0,0,0,0,1,6,5,3,0,0,4,4,0,18,4,3,1,1,1,8065,10.0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,10,0.0006199628022318661,1
2,6.5,0,9,9,6,24.8,100.0,16.6,1,0,0,0,0,3,5,7,1,0,10,0,2,1,5,0,1,1,1,4341,13.666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,8,0.001151808339092375,1
1,9.29,0,9,10,6,20.7,100.0,12.04,1,1,1,0,0,4,5,4,0,0,0,1,0,1,2,0,1,1,1,3103,13.666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,7,0.0016113438607798904,1
2,4.89,0,11,4,6,34.1,84.6,6.95,1,0,0,0,0,2,38,3,0,0,0,3,0,0,8,0,1,1,1,3274,15.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,8,0.011606597434331093,1
3,3.11,1,11,3,4,16.0,0.0,9.14,0,0,0,0,1,0,1,0,10,16,4,0,1,6,0,18,1,1,0,3019,14.25,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,9,0.0003312355084465055,1
3,6.99,0,10,4,4,18.2,100.0,6.43,1,1,1,2,1,9,5,0,0,0,0,15,11,4,4,1,1,1,1,6991,11.5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,0.0007152052639107423,1
4,4.45,4,10,5,7,46.1,1.2,6.26,0,0,0,0,1,32,3,0,8,0,9,12,57,2,1,0,1,1,1,5753,14.285714285714286,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,9,0.0005214670606640013,1
4,1.49,3,11,2,2,23.0,100.0,3.39,0,0,1,7,1,1,4,8,1,0,6,0,11,4,3,3,1,1,1,1930,17.5,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,10,0.002072538860103627,1
2,6.85,2,8,1,1,0.0,0.0,4.93,0,0,0,9,1,3,15,10,20,0,34,0,11,0,0,0,1,1,1,4574,8.0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,9,0.003279405334499344,1
2,6.24,0,9,6,5,15.4,99.1,7.54,0,0,0,6,1,0,0,14,1,0,0,0,0,12,3,0,1,1,1,4166,13.4,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,8,0.0,1
3,5.38,4,10,5,4,11.3,0.0,8.76,0,0,0,2,0,3,75,1,0,0,2,6,13,0,0,0,1,1,0,5217,11.25,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,7,0.01437607820586544,1
2,7.03,2,9,3,7,13.7,100.0,4.81,1,0,0,0,1,3,20,0,0,0,0,6,0,0,0,0,1,1,0,4544,14.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,7,0.0044014084507042256,1
1,8.07,1,9,3,5,10.5,100.0,9.75,1,0,0,1,1,4,18,7,3,3,0,3,0,0,0,0,1,1,0,2694,13.2,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,8,0.0066815144766146995,1
4,4.69,0,9,8,5,18.5,0.8,2.76,0,0,0,0,0,8,17,4,0,0,0,19,0,78,0,0,1,1,1,6263,13.2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,8,0.002714354143381766,1
2,4.87,1,10,4,4,37.0,32.1,7.52,1,1,0,0,1,3,2,2,7,0,40,0,5,0,0,1,1,1,1,3261,13.25,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,9,0.0006133088009812941,1
4,3.18,0,11,2,4,53.4,0.0,2.09,0,0,0,9,1,9,64,0,6,0,0,2,0,13,0,0,1,1,1,4280,11.75,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,7,0.014953271028037384,1
3,7.18,1,8,4,7,16.9,87.3,7.6,0,0,0,1,1,4,12,124,5,0,2,2,3,19,0,0,1,1,1,7200,11.285714285714286,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,9,0.0016666666666666668,1
1,6.58,2,10,6,7,12.9,83.9,13.82,0,0,1,2,1,9,0,2,8,5,5,13,0,0,0,10,1,1,0,2200,15.428571428571429,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,9,0.0,1
1,7.01,0,9,2,2,18.5,100.0,21.54,0,0,0,0,0,3,8,0,8,0,0,0,0,6,0,12,0,1,1,2344,9.5,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,6,0.0034129692832764505,1
1,6.23,0,10,4,5,20.0,6.7,14.29,0,0,0,0,0,1,2,0,0,0,0,0,0,6,1,0,1,1,1,2085,14.0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,7,0.0009592326139088729,1
7,7.17,2,11,11,7,3.8,51.3,2.78,0,0,0,0,0,7,45,8,12,4,11,30,3,1,0,0,1,1,1,16219,16.285714285714285,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,9,0.0027745237067636724,1
3,3.79,7,10,3,4,28.6,100.0,4.65,0,0,0,0,1,0,11,2,1,0,0,5,25,2,13,0,1,1,1,3800,15.75,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,9,0.0028947368421052633,1
3,3.73,0,12,5,2,49.7,4.1,3.89,0,0,1,1,0,3,11,0,52,0,5,3,0,0,0,0,1,1,1,3738,11.0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,8,0.0029427501337613697,1
1,4.92,9,10,8,8,5.8,100.0,5.17,0,0,0,33,1,3,2,2,0,1,1,0,10,2,0,5,1,1,0,1625,16.25,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,9,0.0012307692307692308,1
1,8.78,0,10,5,3,31.6,0.0,8.66,0,0,1,6,1,3,14,11,0,0,8,0,2,26,0,0,1,1,1,2837,10.0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,8,0.004934790271413465,1
2,8.03,2,8,2,4,30.7,100.0,8.68,1,1,0,0,0,9,58,0,0,0,0,0,0,0,0,0,0,1,1,5362,11.75,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,7,0.01081685938082805,1
5,6.08,0,10,5,4,11.1,0.0,5.64,0,0,0,0,0,1,5,26,0,0,8,0,37,26,2,0,1,1,1,9819,11.25,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,9,0.0005092168245238823,1
3,3.97,2,10,2,4,17.6,0.0,4.97,1,0,0,21,0,3,8,3,0,0,10,0,31,0,0,0,1,1,1,3849,15.0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,8,0.0020784619381657575,1
5,3.96,2,11,6,3,6.5,100.0,8.63,0,0,0,1,1,3,3,0,0,0,1,7,3,6,3,21,1,1,1,6400,10.666666666666666,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,10,0.00046875,1
2,3.2,4,12,2,3,21.4,100.0,8.52,0,0,0,0,0,4,1,0,0,0,7,0,4,9,3,0,0,1,1,2135,14.666666666666666,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,6,0.000468384074941452,1
4,4.74,0,12,5,5,24.2,93.2,3.84,0,0,0,1,1,3,3,5,13,7,1,0,8,2,6,0,1,1,1,6129,11.0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,9,0.0004894762604013706,1
2,5.75,7,9,8,5,15.1,9.6,2.35,0,0,0,1,1,2,4,3,0,0,17,13,0,26,0,0,1,1,0,3844,25.8,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,7,0.001040582726326743,1
1,9.49,1,10,6,6,20.3,100.0,8.94,1,0,0,0,0,1,4,2,0,11,0,9,5,8,0,5,1,1,1,3171,12.833333333333334,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,10,0.001261431725007884,1
3,3.53,0,10,7,8,8.2,5.5,7.38,0,0,0,3,0,2,14,0,39,0,0,0,9,0,0,0,1,1,1,3426,19.25,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,8,0.004086398131932283,1
1,4.94,1,10,2,4,23.5,0.0,2.16,0,0,0,3,0,2,8,2,0,0,9,0,0,0,0,0,1,1,0,1597,15.0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,6,0.005009392611145898,1
1,5.14,0,12,1,6,0.0,100.0,5.7,0,0,0,1,1,2,3,0,0,0,0,0,0,20,1,0,1,1,1,1717,13.166666666666666,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,5,0.0017472335468841002,1
1,6.41,1,10,7,5,20.6,100.0,10.14,0,0,0,1,1,12,13,0,0,0,1,2,10,0,0,0,1,1,0,2142,15.4,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,8,0.006069094304388422,1
2,6.54,0,9,5,6,42.7,11.5,8.46,1,0,1,0,0,1,52,5,0,0,0,0,0,0,0,0,1,1,0,4371,10.666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,7,0.011896591169068863,1
2,6.12,0,9,9,7,28.6,7.1,3.83,1,0,0,1,1,2,3,9,29,0,0,0,20,0,7,0,1,1,1,3952,13.571428571428571,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,9,0.0007591093117408907,1
2,5.15,2,11,5,5,30.6,87.4,7.47,1,1,1,2,1,0,2,0,0,0,15,5,2,48,0,0,1,1,0,3326,13.4,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,0.0006013229104028864,1
1,6.71,0,9,4,4,14.4,98.2,2.75,0,0,0,1,0,2,2,10,5,7,9,4,2,1,0,0,1,1,1,2246,17.25,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,10,0.0008904719501335708,1
2,5.07,0,8,3,7,28.8,100.0,4.02,1,0,0,0,0,0,0,4,0,1,3,3,0,0,0,0,1,1,1,3386,12.428571428571429,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,0.0,1
3,3.32,1,10,4,4,19.0,75.2,16.56,0,0,0,0,1,2,26,2,0,0,9,4,1,1,0,0,1,1,1,3220,11.25,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,8,0.008074534161490683,1
3,5.8,2,10,8,4,13.0,100.0,6.01,0,0,0,0,1,6,27,58,0,0,2,0,8,5,3,0,1,1,1,5627,12.0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,8,0.004798293939932468,1
4,5.69,3,12,3,6,4.6,0.4,4.71,0,0,0,0,1,11,3,6,53,0,13,18,55,8,0,0,1,1,1,7612,13.666666666666666,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9,0.00039411455596426696,1
1,7.9,1,9,3,6,10.2,100.0,6.2,0,0,0,1,1,5,6,7,2,3,0,1,0,0,0,11,1,1,1,2637,12.666666666666666,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,10,0.0022753128555176336,1
4,6.67,0,10,3,6,23.5,3.4,6.09,0,0,0,1,1,3,16,3,7,7,4,1,4,4,5,0,1,1,1,8922,9.833333333333334,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,10,0.0017933198834342075,1
2,5.72,0,10,8,8,13.4,68.8,9.39,0,0,0,0,0,2,1,6,17,4,24,0,0,0,0,0,0,1,1,3824,12.75,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8,0.0002615062761506276,1
5,4.65,0,12,6,4,25.9,31.2,3.57,0,0,0,1,1,16,16,0,13,0,0,0,9,0,0,0,1,1,1,7518,14.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,8,0.002128225591912743,1
1,4.69,2,11,5,3,0.0,100.0,3.43,0,0,0,0,0,3,1,3,0,0,7,4,0,0,0,0,1,1,1,1517,11.333333333333334,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,8,0.0006591957811470006,1
3,4.53,0,10,4,3,18.1,100.0,8.35,1,0,0,1,1,1,27,10,0,0,1,0,0,0,0,0,1,1,1,4390,16.0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,8,0.0061503416856492025,1
5,6.77,1,11,6,6,26.3,15.5,6.48,0,0,0,0,0,4,14,0,2,0,10,1,15,0,0,0,1,1,1,10940,12.333333333333334,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,8,0.001279707495429616,1
4,4.36,2,12,3,3,0.0,0.6,5.0,0,0,1,0,1,0,2,0,5,0,0,6,1,1,2,0,1,1,1,5631,14.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,9,0.0003551767004084532,1
5,3.69,0,12,6,6,16.0,97.7,6.29,1,1,1,25,1,3,1,1,3,0,0,5,1,0,12,3,1,1,1,5957,13.166666666666666,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,10,0.00016786973308712439,1
3,8.09,0,11,4,3,2.3,4.0,8.33,0,0,0,0,1,1,0,22,0,0,2,0,3,3,3,0,1,1,1,7843,12.0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,8,0.0,1
2,6.22,0,10,7,3,27.9,95.3,8.3,0,0,0,4,1,0,1,3,0,0,0,0,3,3,0,0,1,1,0,4160,19.333333333333332,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,7,0.0002403846153846154,1
2,7.51,1,11,5,5,16.8,76.6,9.28,1,0,0,1,1,8,1,5,8,0,6,0,4,2,2,0,1,1,1,4851,12.4,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,8,0.00020614306328592042,1
1,6.49,6,8,1,8,0.0,100.0,1.86,0,0,0,8,0,31,6,2,0,0,4,6,0,3,0,0,1,1,1,2097,11.75,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,8,0.002861230329041488,1
7,4.95,2,12,5,2,26.0,1.4,7.67,0,0,1,0,0,5,3,0,0,22,25,20,0,43,0,25,1,1,1,11582,14.0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,9,0.0002590226213089276,1
